Band,Location,Date,Day,Start Time,End Time,Type,Description URL,Notes,ImageURL
Vicious Rumors,Pool,1/31/2023,Day 2,13:00,13:45,Show, , , 
Obscura,Pool,1/31/2023,Day 2,14:30,15:15,Show, , , 
Uli Jon Roth,Pool,1/31/2023,Day 2,16:00,17:00,Show, , , 
Destruction,Pool,1/31/2023,Day 2,18:00,19:00,Show, , , 
Dragonforce,Pool,1/31/2023,Day 2,20:00,21:00,Show, , , 
Amorphis,Pool,1/31/2023,Day 2,22:00,23:00,Show, , , 
Hypocrisy,Pool,2/1/2023,Day 2,00:30,01:30,Show, , , 
Vreid,Pool,2/1/2023,Day 2,02:15,03:00,Show, , , 
Manegarm,Pool,2/1/2023,Day 2,03:45,04:30,Show, , , 
Jungle Rot,Pool,2/1/2023,Day 2,05:15,06:00,Show, , , 
Heian,Theater,1/31/2023,Day 2,10:45,11:30,Show, , , 
Elvenking,Theater,1/31/2023,Day 2,12:15,13:00,Show, , , 
Atrocity,Theater,1/31/2023,Day 2,13:45,14:30,Show, , , 
Rotting Christ,Theater,1/31/2023,Day 2,15:15,16:00,Show, , , 
Belphegor,Theater,1/31/2023,Day 2,17:00,18:00,Show, , , 
Dark Tranquillity,Theater,1/31/2023,Day 2,19:00,20:00,Show, , , 
Korpiklaani,Theater,1/31/2023,Day 2,21:00,22:00,Show, , , 
Nightwish,Theater,1/31/2023,Day 2,23:00,00:30,Show, , , 
Visions Of Atlantis,Theater,2/1/2023,Day 2,01:30,02:15,Show, , , 
Novembre,Theater,2/1/2023,Day 2,03:00,03:45,Show, , , 
Oceans Of Slumber,Rink,1/31/2023,Day 2,11:30,12:15,Show, , , 
Eshtadur,Rink,1/31/2023,Day 2,13:00,13:45,Show, , , 
Nothgard,Rink,1/31/2023,Day 2,14:30,15:15,Show, , , 
Bodyfarm,Rink,1/31/2023,Day 2,16:15,17:00,Show, ,New Album Live World Premiere , 
Eleine,Rink,1/31/2023,Day 2,18:00,18:45,Show, , , 
Keep Of Kalessin,Rink,1/31/2023,Day 2,20:00,20:45,Show, , , 
Melechesh,Rink,1/31/2023,Day 2,22:00,22:45,Show, , , 
Skiltron,Rink,2/1/2023,Day 2,00:45,01:30,Show, , , 
Warbringer,Rink,2/1/2023,Day 2,02:15,03:00,Show, , , 
Abysmal Dawn,Rink,2/1/2023,Day 2,04:30,05:15,Show, , , 
Deathless Legacy,Lounge,1/31/2023,Day 2,15:15,16:00,Show, , , 
Edge Of Paradise,Lounge,1/31/2023,Day 2,17:15,18:00,Show, , , 
Wormed,Lounge,1/31/2023,Day 2,19:00,19:45,Show, , , 
Isole,Lounge,1/31/2023,Day 2,20:45,21:30,Show, , , 
Fractal Universe,Lounge,2/1/2023,Day 2,01:30,02:15,Show, , , 
Evergrey,Pool,2/1/2023,Day 3,17:00,18:00,Show, , , 
Belphegor,Pool,2/1/2023,Day 3,18:45,19:45,Show, , , 
Feuerschwanz,Pool,2/1/2023,Day 3,20:30,21:30,Show, , , 
Kreator,Pool,2/1/2023,Day 3,22:30,23:45,Show, , , 
Insomnium,Pool,2/2/2023,Day 3,00:00,01:30,Show, , , 
Visions Of Atlantis,Pool,2/2/2023,Day 3,02:15,03:00,Show, , , 
Keep Of Kalessin,Pool,2/2/2023,Day 3,03:45,04:30,Show, ,New Album Live World Premiere , 
Warbringer,Pool,2/2/2023,Day 3,05:15,06:00,Show, , , 
Vicious Rumors,Theater,2/1/2023,Day 3,18:00,18:45,Show, , , 
Uli Jon Roth,Theater,2/1/2023,Day 3,19:30,20:30,Show, , , 
Amorphis,Theater,2/1/2023,Day 3,21:30,22:30,Show, , , 
Dragonforce,Theater,2/1/2023,Day 3,23:45,00:45,Show, , , 
Sirenia,Theater,2/2/2023,Day 3,01:30,02:15,Show, , , 
Melechesh,Theater,2/2/2023,Day 3,03:00,03:45,Show, , , 
Fallujah,Rink,2/1/2023,Day 3,17:00,17:45,Show, , , 
Osyron,Rink,2/1/2023,Day 3,18:45,19:30,Show, , , 
Internal Bleeding,Rink,2/1/2023,Day 3,20:30,21:15,Show, , , 
Obscura,Rink,2/1/2023,Day 3,23:45,00:30,Show, , , 
Cancer,Rink,2/2/2023,Day 3,01:30,02:15,Show, , , 
Empress,Rink,2/2/2023,Day 3,03:00,03:45,Show, , , 
Deathless Legacy,Rink,2/2/2023,Day 3,04:30,05:15,Show, , , 
Oceans Of Slumber,Lounge,2/1/2023,Day 3,18:00,18:45,Show, , , 
Eshtadur,Lounge,2/1/2023,Day 3,19:45,20:30,Show, , , 
Freedom Call,Lounge,2/1/2023,Day 3,21:15,22:00,Show, , , 
Eleine,Lounge,2/1/2023,Day 3,22:45,23:30,Show, , , 
God Dethroned,Lounge,2/2/2023,Day 3,00:45,01:30,Show, , , 
Nothgard,Lounge,2/2/2023,Day 3,02:15,03:00,Show, , , 
Heian,Lounge,2/2/2023,Day 3,03:45,04:30,Show, , , 
Nightmare,Pool,2/2/2023,Day 4,10:00,10:45,Show, , , 
Iron Savior,Pool,2/2/2023,Day 4,11:30,12:15,Show, , , 
Belly Flop Contest,Solarium,2/2/2023,Day 4,12:15,13:15,Special Event,https://www.dropbox.com/s/p043qh3mzjoloke/70K%20All%20Brutal%20Belly%20Flop%20Bonanza.txt?raw=1,,https://www.dropbox.com/s/aqi1k1fhfsfcdx0/BellyFlop.png?raw=1
Amberian Dawn,Pool,2/2/2023,Day 4,13:15,14:00,Show, , , 
Rotting Christ,Pool,2/2/2023,Day 4,14:45,15:30,Show, ,The Mighty Contract Set, 
Batushka,Pool,2/2/2023,Day 4,16:15,17:15,Show, , , 
Korpiklaani,Pool,2/2/2023,Day 4,18:00,19:00,Show, , , 
Kamelot,Pool,2/2/2023,Day 4,19:45,20:45,Show, , , 
Dark Tranquillity,Pool,2/2/2023,Day 4,21:30,22:30,Show, , , 
Nightwish,Pool,2/2/2023,Day 4,23:30,01:00,Show, , , 
Skippers Thank You,Pool,2/3/2023,Day 4,01:00,01:30,Special Event,https://www.dropbox.com/s/5vyfygh4mu7nzl9/Skipper%20Thank%20You.txt?raw=1,,https://www.dropbox.com/s/29l042jutb4payw/skipperThankYou.png?raw=1
Closing Karaoke,Solarium,2/3/2023,Day 4,01:30,05:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Sight Of Emptiness,Theater,2/2/2023,Day 4,10:45,11:30,Show, , , 
Fractal Universe,Theater,2/2/2023,Day 4,12:15,13:00,Show, , , 
All Star Jam,Theater,2/2/2023,Day 4,14:30,16:00,Special Event,https://www.dropbox.com/s/sx91i6btlmuh27m/Jamming%20In%20International%20Waters.txt?raw=1,,https://www.dropbox.com/s/cb0a6mvq760tjru/jammingWithWaters.png?raw=1
Edge Of Paradise,Theater,2/2/2023,Day 4,17:15,18:00,Show, , , 
Cynic,Theater,2/2/2023,Day 4,19:00,19:45,Show, , , 
Hypocrisy,Theater,2/2/2023,Day 4,20:30,21:30,Show, , , 
Destruction,Theater,2/2/2023,Day 4,22:30,23:30,Show, , , 
Hideous Divinity,Rink,2/2/2023,Day 4,10:45,11:30,Show, , , 
Dear Mother,Rink,2/2/2023,Day 4,12:15,13:00,Show, , , 
Wormed,Rink,2/2/2023,Day 4,13:45,14:30,Show, , , 
Jungle Rot,Rink,2/2/2023,Day 4,15:30,16:15,Show, , , 
Atrocity,Rink,2/2/2023,Day 4,17:15,18:00,Show, , , 
Vreid,Rink,2/2/2023,Day 4,19:00,19:45,Show, , , 
Isole,Rink,2/2/2023,Day 4,20:45,21:30,Show, , , 
Elvenking,Rink,2/2/2023,Day 4,22:30,23:15,Show, , , 
Manegarm,Rink,2/3/2023,Day 4,01:30,02:15,Show, , , 
Abysmal Dawn,Lounge,2/2/2023,Day 4,10:00,10:45,Show, , , 
Nuclear,Lounge,2/2/2023,Day 4,11:30,12:15,Show, , , 
The Crown,Lounge,2/2/2023,Day 4,13:00,13:45,Show, , , 
Skiltron,Lounge,2/2/2023,Day 4,14:45,15:30,Show, , , 
Wolfchant,Lounge,2/2/2023,Day 4,16:15,17:00,Show, , , 
Novembre,Lounge,2/2/2023,Day 4,18:00,18:45,Show, , , 
Bodyfarm,Lounge,2/2/2023,Day 4,19:45,20:30,Show, , , 
Cryptosis,Lounge,2/2/2023,Day 4,21:30,22:15,Show, , , 
Batushka,Sports Bar,1/31/2023,Day 2,12:30,14:00,Meet and Greet, , , 
Destruction,Sports Bar,1/31/2023,Day 2,14:00,15:30,Meet and Greet, , , 
Korpiklaani,Sports Bar,1/31/2023,Day 2,15:30,17:00,Meet and Greet, , , 
Amorphis,Sports Bar,1/31/2023,Day 2,17:00,18:30,Meet and Greet, , , 
Belphegor,Sports Bar,1/31/2023,Day 2,18:30,20:00,Meet and Greet, , , 
Insomnium,Sports Bar,1/31/2023,Day 2,12:30,14:00,Meet and Greet, , , 
Dragonforce,Sports Bar,1/31/2023,Day 2,14:00,15:30,Meet and Greet, , , 
Evergrey,Sports Bar,1/31/2023,Day 2,15:30,17:00,Meet and Greet, , , 
Visions Of Atlantis,Sports Bar,1/31/2023,Day 2,17:00,18:30,Meet and Greet, , , 
Kamelot,Sports Bar,1/31/2023,Day 2,18:30,20:00,Meet and Greet, , , 
Amberian Dawn,Sports Bar,1/31/2023,Day 2,20:00,21:30,Meet and Greet, , , 
Kreator,Viking Crown,1/31/2023,Day 2,12:30,14:00,Meet and Greet, , , 
Dark Tranquillity,Viking Crown,1/31/2023,Day 2,14:00,15:30,Meet and Greet, , , 
Nightwish,Viking Crown,1/31/2023,Day 2,15:30,17:00,Meet and Greet, , , 
Feuerschwanz,Viking Crown,1/31/2023,Day 2,17:00,18:30,Meet and Greet, , , 
Hypocrisy,Viking Crown,1/31/2023,Day 2,18:30,20:00,Meet and Greet, , , 
Uli Jon Roth,Viking Crown,1/31/2023,Day 2,20:00,21:30,Meet and Greet, ,Special Acoustic Set, 
Cryptosis,Boleros Lounge,1/31/2023,Day 2,11:00,12:00,Meet and Greet, , , 
Warbringer,Boleros Lounge,1/31/2023,Day 2,11:00,12:00,Meet and Greet, , , 
Melechesh,Boleros Lounge,1/31/2023,Day 2,12:00,13:00,Meet and Greet, , , 
Vreid,Boleros Lounge,1/31/2023,Day 2,12:00,13:00,Meet and Greet, , , 
Wormed,Boleros Lounge,1/31/2023,Day 2,13:00,14:00,Meet and Greet, , , 
Hideous Divinity,Boleros Lounge,1/31/2023,Day 2,13:00,14:00,Meet and Greet, , , 
Oceans Of Slumber,Boleros Lounge,1/31/2023,Day 2,14:00,15:00,Meet and Greet, , , 
Osyron,Boleros Lounge,1/31/2023,Day 2,14:00,15:00,Meet and Greet, , , 
Elvenking,Boleros Lounge,1/31/2023,Day 2,15:00,16:00,Meet and Greet, , , 
Isole,Boleros Lounge,1/31/2023,Day 2,16:00,17:00,Meet and Greet, , , 
Novembre,Boleros Lounge,1/31/2023,Day 2,16:00,17:00,Meet and Greet, , , 
The Crown,Boleros Lounge,1/31/2023,Day 2,17:00,18:00,Meet and Greet, , , 
Eshtadur,Boleros Lounge,1/31/2023,Day 2,18:00,19:00,Meet and Greet, , , 
Sight Of Emptiness,Boleros Lounge,1/31/2023,Day 2,18:00,19:00,Meet and Greet, , , 
Wolfchant,Boleros Lounge,1/31/2023,Day 2,19:00,20:00,Meet and Greet, , , 
Nothgard,Boleros Lounge,1/31/2023,Day 2,19:00,20:00,Meet and Greet, , , 
Manegarm,Boleros Lounge,1/31/2023,Day 2,20:00,21:00,Meet and Greet, , , 
Skiltron,Boleros Lounge,1/31/2023,Day 2,20:00,21:00,Meet and Greet, , , 
Freedom Call,Boleros Lounge,1/31/2023,Day 2,21:00,22:00,Meet and Greet, , , 
Vicious Rumors,Boleros Lounge,1/31/2023,Day 2,21:00,22:00,Meet and Greet, , , 
Obscura,Boleros Lounge,1/31/2023,Day 2,11:00,12:00,Meet and Greet, , , 
Fractal Universe,Boleros Lounge,1/31/2023,Day 2,11:00,12:00,Meet and Greet, , , 
Edge Of Paradise,Boleros Lounge,1/31/2023,Day 2,12:00,13:00,Meet and Greet, , , 
Dear Mother,Boleros Lounge,1/31/2023,Day 2,12:00,13:00,Meet and Greet, , , 
Cynic,Boleros Lounge,1/31/2023,Day 2,13:00,14:00,Meet and Greet, , , 
Fallujah,Boleros Lounge,1/31/2023,Day 2,14:00,15:00,Meet and Greet, , , 
Heian,Boleros Lounge,1/31/2023,Day 2,14:00,15:00,Meet and Greet, , , 
Abysmal Dawn,Boleros Lounge,1/31/2023,Day 2,15:00,16:00,Meet and Greet, , , 
Jungle Rot,Boleros Lounge,1/31/2023,Day 2,15:00,16:00,Meet and Greet, , , 
Cancer,Boleros Lounge,1/31/2023,Day 2,16:00,17:00,Meet and Greet, , , 
Nuclear,Boleros Lounge,1/31/2023,Day 2,16:00,17:00,Meet and Greet, , , 
Internal Bleeding,Boleros Lounge,1/31/2023,Day 2,17:00,18:00,Meet and Greet, , , 
Atrocity,Boleros Lounge,1/31/2023,Day 2,17:00,18:00,Meet and Greet, , , 
Sirenia,Boleros Lounge,1/31/2023,Day 2,18:00,19:00,Meet and Greet, , , 
Deathless Legacy,Boleros Lounge,1/31/2023,Day 2,18:00,19:00,Meet and Greet, , , 
Nightmare,Boleros Lounge,1/31/2023,Day 2,19:00,20:00,Meet and Greet, , , 
Iron Savior,Boleros Lounge,1/31/2023,Day 2,19:00,20:00,Meet and Greet, , , 
Eleine,Boleros Lounge,1/31/2023,Day 2,20:00,21:00,Meet and Greet, , , 
Empress,Boleros Lounge,1/31/2023,Day 2,20:00,21:00,Meet and Greet, , , 
Rotting Christ,Boleros Lounge,1/31/2023,Day 2,21:00,22:00,Meet and Greet, , , 
God Dethroned,Boleros Lounge,1/31/2023,Day 2,21:00,22:00,Meet and Greet, , , 
Keep Of Kalessin,Ale And Anchor Pub,1/31/2023,Day 2,14:00,15:30,Meet and Greet, ,Listening Session With Video Premiere , 
Bodyfarm,Ale And Anchor Pub,1/31/2023,Day 2,18:30,20:00,Meet and Greet, ,Listing Session, 
