bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia
Obscura,www.realmofobscura.com/,70000tons.com/wp-content/uploads/2017/07/OBSCURA_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Obscura,http://www.metal-archives.com/search?searchString=Obscura&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Obscura
October Tide,www.octobertide.net/,70000tons.com/wp-content/uploads/2017/07/56562OCTOBERTIDE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+October%20Tide,http://www.metal-archives.com/search?searchString=October%20Tide&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:October%20Tide
Primal Fear,www.primalfear.de/home/,70000tons.com/wp-content/uploads/2017/07/15PRIMALFEAR_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Primal%20Fear,http://www.metal-archives.com/search?searchString=Primal%20Fear&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Primal%20Fear
Psychostick,psychostick.com/,70000tons.com/wp-content/uploads/2018/01/PSYCHOSTICK_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Psychostick,http://www.metal-archives.com/search?searchString=Psychostick&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Psychostick
Revenge,www.facebook.com/revengespeed,70000tons.com/wp-content/uploads/2018/01/5552REVENGE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Revenge,http://www.metal-archives.com/search?searchString=Revenge&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Revenge
Rhapsody Reunion,www.facebook.com/tlrhapsody,70000tons.com/wp-content/uploads/2017/07/RHAPSODY_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Rhapsody%20Reunion,http://www.metal-archives.com/search?searchString=Rhapsody%20Reunion&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Rhapsody%20Reunion
Sabaton,www.sabaton.net/,70000tons.com/wp-content/uploads/2017/10/8952SABATON_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Sabaton,http://www.metal-archives.com/search?searchString=Sabaton&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Sabaton
Samael,www.samael.info/,70000tons.com/wp-content/uploads/2017/09/5221SAMAEL_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Samael,http://www.metal-archives.com/search?searchString=Samael&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Samael
Septicflesh,www.septicflesh.com/,70000tons.com/wp-content/uploads/2017/07/SEPTICFLESH_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Septicflesh,http://www.metal-archives.com/search?searchString=Septicflesh&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Septicflesh
Sepultura,www.sepultura.com.br/,70000tons.com/wp-content/uploads/2017/07/SEPULTURA_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Sepultura,http://www.metal-archives.com/search?searchString=Sepultura&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Sepultura
Seven Kingdoms,www.facebook.com/SevenKingdomsOfficial/,70000tons.com/wp-content/uploads/2018/01/86662SEVENKINGDOMS_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Seven%20Kingdoms,http://www.metal-archives.com/search?searchString=Seven%20Kingdoms&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Seven%20Kingdoms
Seven Spires,www.sevenspiresband.com/,70000tons.com/wp-content/uploads/2018/01/SDGF56SEV43FENSPIRES_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Seven%20Spires,http://www.metal-archives.com/search?searchString=Seven%20Spires&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Seven%20Spires
Sinister,www.facebook.com/SinisterOfficial/,70000tons.com/wp-content/uploads/2017/10/78SIN4456ISTSEDFGR_LO564GO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Sinister,http://www.metal-archives.com/search?searchString=Sinister&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Sinister
Sirenia,www.facebook.com/sirenia/,70000tons.com/wp-content/uploads/2017/11/45SDFG4SIGRESD65FG4NIA_LOG64O_WASDFEB.png,https://www.youtube.com/results?search_query=official+music%20video+Sirenia,http://www.metal-archives.com/search?searchString=Sirenia&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Sirenia
Sonata Arctica,www.sonataarctica.info/,70000tons.com/wp-content/uploads/2017/07/SONATAARCTICA_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Sonata%20Arctica,http://www.metal-archives.com/search?searchString=Sonata%20Arctica&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Sonata%20Arctica
Swallow The Sun,swallowthesun.net/,70000tons.com/wp-content/uploads/2017/09/SWALLOW_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Swallow%20The%20Sun,http://www.metal-archives.com/search?searchString=Swallow%20The%20Sun&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Swallow%20The%20Sun
Threshold,www.thresh.net/,70000tons.com/wp-content/uploads/2017/11/65222THRESHOLD_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Threshold,http://www.metal-archives.com/search?searchString=Threshold&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Threshold
Triosphere,www.thetriosphere.com/,70000tons.com/wp-content/uploads/2018/01/ASDF566TRIG68OSPHERE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Triosphere,http://www.metal-archives.com/search?searchString=Triosphere&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Triosphere
Voivod,voivod.net/,70000tons.com/wp-content/uploads/2017/10/0131VOIVOD_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Voivod,http://www.metal-archives.com/search?searchString=Voivod&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Voivod
Witchery,www.facebook.com/officialwitchery/,70000tons.com/wp-content/uploads/2017/10/4855WJHFKD_WITCHERY_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Witchery,http://www.metal-archives.com/search?searchString=Witchery&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Witchery
Witherfall,www.witherfall.com,70000tons.com/wp-content/uploads/2018/01/645WIGDTHER45GFAGLL_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Witherfall,http://www.metal-archives.com/search?searchString=Witherfall&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Witherfall
Wolfchant,www.facebook.com/wolfchantofficial/,70000tons.com/wp-content/uploads/2017/09/5327WOLFCHANT_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Wolfchant,http://www.metal-archives.com/search?searchString=Wolfchant&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Wolfchant
Wolfheart,wolfheartofficial.com/,70000tons.com/wp-content/uploads/2017/07/14WOLFHEART_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Wolfheart,http://www.metal-archives.com/search?searchString=Wolfheart&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Wolfheart
Metsatoll,www.metsatoll.ee/,70000tons.com/wp-content/uploads/2025/01/METSATOLL_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Metsatoll,http://www.metal-archives.com/search?searchString=Metsatoll&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Metsatoll,Estonia,Folk Metal,,Never

