bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia,country,genre,noteworthy
Alestorm,www.alestorm.net/,70000tons.com/wp-content/uploads/2019/05/alestorm_logo_web-1.png,https://www.youtube.com/results?search_query=official+music%20video+Alestorm,http://www.metal-archives.com/search?searchString=Alestorm&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Alestorm,United Kingdom,Folk/Power Metal
Amorphis,www.amorphis.net/,70000tons.com/wp-content/uploads/2014/09/amorphis.png,https://www.youtube.com/results?search_query=official+music%20video+Amorphis,http://www.metal-archives.com/search?searchString=Amorphis&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Amorphis,Finland,Melodic Heavy Metal/Rock
Annihilator,www.annihilatormetal.com/,70000tons.com/wp-content/uploads/2014/03/annihilator.png,https://www.youtube.com/results?search_query=official+music%20video+Annihilator,http://www.metal-archives.com/search?searchString=Annihilator&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Annihilator,Canada,Thrash
Atheist,www.facebook.com/AtheistBand/,70000tons.com/wp-content/uploads/2019/05/Atheist-logo-chrome.png,https://www.youtube.com/results?search_query=official+music%20video+Atheist,http://www.metal-archives.com/search?searchString=Atheist&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Atheist,United States,Progressive Death/Thrash Metal
Candlemass,www.candlemass.se/,70000tons.com/wp-content/uploads/2019/05/candlemass-logo-chrome-web.png,https://www.youtube.com/results?search_query=official+music%20video+Candlemass,http://www.metal-archives.com/search?searchString=Candlemass&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Candlemass,Sweden,Epic Doom Metal
Cannibal Corpse,www.facebook.com/cannibalcorpse,70000tons.com/wp-content/uploads/2019/05/CC-logo-chrome.png,https://www.youtube.com/results?search_query=official+music%20video+Cannibal%20Corpse,http://www.metal-archives.com/search?searchString=Cannibal%20Corpse&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Cannibal%20Corpse,United States,Death Metal
Channel Zero,www.channel-zero.be/,70000tons.com/wp-content/uploads/2019/05/ChannelZero-logo-chrome-web.png,https://www.youtube.com/results?search_query=official+music%20video+Channel%20Zero,http://www.metal-archives.com/search?searchString=Channel%20Zero&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Channel%20Zero,Belgium,Thrash/Groove Metal
Children Of Bodom,www.cobhc.com/,70000tons.com/wp-content/uploads/2019/05/CoB-logo-web.png,https://www.youtube.com/results?search_query=official+music%20video+Children%20Of%20Bodom,http://www.metal-archives.com/search?searchString=Children%20Of%20Bodom&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Children%20Of%20Bodom,Finland,Melodic Death/Power Metal
Coroner,www.coroner-reunion.com/,70000tons.com/wp-content/uploads/2018/08/50776CORONER_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Coroner,http://www.metal-archives.com/search?searchString=Coroner&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Coroner,Switzerland,Technical Thrash Metal
Crowbar,www.facebook.com/crowbarmusic,70000tons.com/wp-content/uploads/2019/05/Crowbar_Logo_Web.png,https://www.youtube.com/results?search_query=official+music%20video+Crowbar,http://www.metal-archives.com/search?searchString=Crowbar&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Crowbar,United State,Sludge Metal
Dark Funeral,www.darkfuneral.se/,70000tons.com/wp-content/uploads/2018/09/90445DARKFUNERAL_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Dark%20Funeral,http://www.metal-archives.com/search?searchString=Dark%20Funeral&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Dark%20Funeral,Sweden,Black Metal
Diamond Plate,www.facebook.com/diamondplate1,70000tons.com/wp-content/uploads/2019/05/diamondplate-logo-web.png,https://www.youtube.com/results?search_query=official+music%20video+Diamond%20Plate,http://www.metal-archives.com/search?searchString=Diamond%20Plate&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Diamond%20Plate,United States,Thrash Metal
Edguy,www.edguy.net/,70000tons.com/wp-content/uploads/2019/05/Edguy_logo_chrome-web.png,https://www.youtube.com/results?search_query=official+music%20video+Edguy,http://www.metal-archives.com/search?searchString=Edguy&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Edguy,Germany,Power Metal
Eluveite,www.eluveitie.ch/,70000tons.com/wp-content/uploads/2018/08/7433ELUVEITIE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Eluveite,http://www.metal-archives.com/search?searchString=Eluveite&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Eluveite,Switzerland,Folk Metal
Exciter,www.facebook.com/excitercanada/,70000tons.com/wp-content/uploads/2019/05/exciter-logo-chrome-web.png,https://www.youtube.com/results?search_query=official+music%20video+Exciter,http://www.metal-archives.com/search?searchString=Exciter&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Exciter,Canada,Speed Metal
God Dethroned,www.facebook.com/goddethronedofficial,70000tons.com/wp-content/uploads/2019/05/gd-logo-web.png,https://www.youtube.com/results?search_query=official+music%20video+God%20Dethroned,http://www.metal-archives.com/search?searchString=God%20Dethroned&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:God%20Dethroned,Netherlands,Blackened Death Metal
Grave Digger,www.grave-digger.de/,70000tons.com/wp-content/uploads/2014/10/gravediggerv2.png,https://www.youtube.com/results?search_query=official+music%20video+Grave%20Digger,http://www.metal-archives.com/search?searchString=Grave%20Digger&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Grave%20Digger,Germany,Power Metal
Hammerfall,www.hammerfall.net/,70000tons.com/wp-content/uploads/2015/07/HAMMERFALL_web.png,https://www.youtube.com/results?search_query=official+music%20video+Hammerfall,http://www.metal-archives.com/search?searchString=Hammerfall&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Hammerfall,Sweden,Heavy/Power Metal
In Extremo,www.inextremo.de/,70000tons.com/wp-content/uploads/2014/03/inextremo.png,https://www.youtube.com/results?search_query=official+music%20video+In%20Extremo,http://www.metal-archives.com/search?searchString=In%20Extremo&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:In%20Extremo,Germany,Folk Metal
Kamelot,www.kamelot.com/,70000tons.com/wp-content/uploads/2016/07/KAMELOT_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Kamelot,http://www.metal-archives.com/search?searchString=Kamelot&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Kamelot,United States,Progressive/Melodic Power Metal
