Band,Location,Date,Day,Start Time,End Time,Type,Description URL,Notes,ImageURL
Fatal Smile,Lounge,1/30/2013,Day 3,17:00,17:45,Show, , , 
Ektomorf,Lounge,1/30/2013,Day 3,18:30,19:15,Show, , , 
Tyr,Lounge,1/30/2013,Day 3,20:00,20:45,Show, , , 
Onslaught,Lounge,1/30/2013,Day 3,21:30,22:15,Show, , , 
Unexpect,Lounge,1/31/2013,Day 3,00:00,00:45,Show, , , 
Heidevolk,Lounge,1/31/2013,Day 3,01:45,02:30,Show, , , 
Holy Grail,Lounge,1/31/2013,Day 3,03:15,04:00,Show, , , 
Vika Goes Wild,Centrum,1/30/2013,Day 3,16:00,17:00,Special Event, ,, 
Karaoke,Boleros Lounge,1/31/2013,Day 3,00:00,16:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Evergrey,Theater,1/31/2013,Day 4,17:00,18:00,Show, , , 
Gotthard,Theater,1/31/2013,Day 4,19:00,20:00,Show, , , 
Rage,Theater,1/31/2013,Day 4,21:00,22:15,Show, , , 
Kreator,Theater,1/31/2013,Day 4,23:30,00:30,Show, , , 
Flotsam and Jetsam,Theater,2/1/2013,Day 4,01:30,02:15,Show, , , 
Nightmare,Pool,1/31/2013,Day 4,10:00,10:45,Show, , , 
Delain,Pool,1/31/2013,Day 4,11:30,12:15,Show, , , 
Anacrusis,Pool,1/31/2013,Day 4,13:00,13:45,Show, , , 
Belly Flop Contest,Pool,1/31/2013,Day 4,14:00,14:30,Special Event,https://www.dropbox.com/s/p043qh3mzjoloke/70K%20All%20Brutal%20Belly%20Flop%20Bonanza.txt?raw=1,,https://www.dropbox.com/s/aqi1k1fhfsfcdx0/BellyFlop.png?raw=1
Cryptopsy,Pool,1/31/2013,Day 4,14:45,15:30,Show, , , 
Lizzy Borden,Pool,1/31/2013,Day 4,16:15,17:00,Show, , , 
Tiamat,Pool,1/31/2013,Day 4,18:00,19:00,Show, , , 
DragonForce,Pool,1/31/2013,Day 4,20:00,21:00,Show, , , 
In Flames,Pool,1/31/2013,Day 4,22:15,23:30,Show, , , 
Sabaton,Pool,2/1/2013,Day 4,00:30,01:30,Show, , , 
Skipper's Thank You,Pool,2/1/2013,Day 4,01:30,01:45,Special Event,https://www.dropbox.com/s/5vyfygh4mu7nzl9/Skipper%20Thank%20You.txt?raw=1,,https://www.dropbox.com/s/29l042jutb4payw/skipperThankYou.png?raw=1
ETECC,Lounge,1/31/2013,Day 4,10:45,11:30,Show, , , 
Die Apokalyptischen Reiter,Lounge,1/31/2013,Day 4,12:15,13:00,Show, , , 
Steel Engraved,Lounge,1/31/2013,Day 4,13:45,14:30,Show, , , 
3 Inches Of Blood,Lounge,1/31/2013,Day 4,15:30,16:15,Show, , , 
Arkona,Lounge,1/31/2013,Day 4,17:00,17:45,Show, , , 
Sinister,Lounge,1/31/2013,Day 4,18:30,19:15,Show, , , 
Inquisition,Lounge,1/31/2013,Day 4,20:00,20:45,Show, , , 
Anaal Nathrakh,Lounge,2/1/2013,Day 4,00:45,01:30,Show, , , 
Threat Signal,Lounge,2/1/2013,Day 4,02:15,03:00,Show, , , 
Turisas,Boleros Lounge,1/31/2013,Day 4,13:00,14:00,Clinic, ,Violin Clinic, 
Nile,Boleros Lounge,1/31/2013,Day 4,15:00,16:00,Clinic, ,Drum Clinic, 
All Star Jam,Boleros Lounge,1/31/2013,Day 4,16:00,18:00,Special Event,https://www.dropbox.com/s/sx91i6btlmuh27m/JammingInInternationalWaters.txt?raw=1,,https://www.dropbox.com/s/cb0a6mvq760tjru/jammingWithWaters.png?raw=1
Karaoke,Boleros Lounge,2/1/2013,Day 4,00:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Vika Goes Wild,Schooner Bar,1/31/2013,Day 4,19:00,20:00,Special Event, ,, 
