bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia,country,genre,noteworthy
Accept,acceptworldwide.com/,70000tons.com/wp-content/uploads/2018/08/5010ACCEPT_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Accept,http://www.metal-archives.com/search?searchString=Accept&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Accept,Germany,Heavy Metal
Eluveitie,eluveitie.ch/,70000tons.com/wp-content/uploads/2018/08/7433ELUVEITIE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Eluveitie,http://www.metal-archives.com/search?searchString=Eluveitie&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Eluveitie,Switzerland,Folk Metal
Subway To Sally,www.subwaytosally.com/,70000tons.com/wp-content/uploads/2018/08/435666SUBWAY_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Subway%20To%20Sally,http://www.metal-archives.com/search?searchString=Subway%20To%20Sally&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Subway%20To%20Sally,Germany,Folk Metal
Vomitory,www.vomitory.net/,70000tons.com/wp-content/uploads/2018/08/020202VOMITORY_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Vomitory,http://www.metal-archives.com/search?searchString=Vomitory&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Vomitory,Sweden,Death Metal
Delain,www.delain.nl/,70000tons.com/wp-content/uploads/2018/08/50055DELAIN_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Delain,http://www.metal-archives.com/search?searchString=Delain&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Delain,Netherlands,Melodic-Symphonic Metal
Ensiferum,www.ensiferum.com/,70000tons.com/wp-content/uploads/2018/08/5005099ENSIFERUM_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Ensiferum,http://www.metal-archives.com/search?searchString=Ensiferum&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Ensiferum,Finland,Epic Folk Metal
Persefone,www.persefone.com/,70000tons.com/wp-content/uploads/2018/08/8066641PERSEFONE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Persefone,http://www.metal-archives.com/search?searchString=Persefone&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Persefone,Andorra,Progressive-Melodic Death Metal
Warbringer,www.warbringermusic.com/,70000tons.com/wp-content/uploads/2018/08/80423WARBRINGER_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Warbringer,http://www.metal-archives.com/search?searchString=Warbringer&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Warbringer,United States,Thrash Metal
The Black Dahlia Murder,www.tbdmofficial.com/,70000tons.com/wp-content/uploads/2018/08/50444THEBLACKDAHLIA_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+The%20Black%20Dahlia%20Murder,http://www.metal-archives.com/search?searchString=The%20Black%20Dahlia%20Murder&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:The%20Black%20Dahlia%20Murder,United States,Melodic Death Metal
Coroner,www.coroner-reunion.com/,70000tons.com/wp-content/uploads/2018/08/50776CORONER_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Coroner,http://www.metal-archives.com/search?searchString=Coroner&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Coroner,Switzerland,Technical Thrash Metal
