bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia,country,genre,noteworthy
Emperor,www.facebook.com/emperorofficial/,70000tons.com/wp-content/uploads/2019/10/EMPEROR_LOGO_WEB_HOVER.png,https://www.youtube.com/results?search_query=official+music%20video+Emperor,https://www.metal-archives.com/bands/Emperor/30,https://en.wikipedia.org/wiki/Emperor_(band),Norway,Symphonic Black Metal
Epica,www.epica.nl/,70000tons.com/wp-content/uploads/2019/10/453453EPfdg45ICA_LOdfgGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Epica,http://www.metal-archives.com/search?searchString=Epica&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Epica,Netherlands,Symphonic-Power Metal
Haggard,www.haggard.de/,70000tons.com/wp-content/uploads/2019/10/45ETHA345GGGARDF_WEDB.png,https://www.youtube.com/results?search_query=official+music%20video+Haggard,http://www.metal-archives.com/search?searchString=Haggard&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Haggard,Germany,Classical-Orchestral-Symphonic Metal 
Origin,www.originofficial.com/,70000tons.com/wp-content/uploads/2019/10/45ORIsdfgGIN_LffOGO_WfgEB.png,https://www.youtube.com/results?search_query=official+music%20video+Origin,http://www.metal-archives.com/search?searchString=Origin&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Origin,United States,Technical Brutal Death Metal
Einherjer,einherjer.com/,70000tons.com/wp-content/uploads/2019/10/1EFDG56INDFGHERJEDFGR_LODG56GO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Einherjer,http://www.metal-archives.com/search?searchString=Einherjer&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Einherjer,Norway,Viking Metal
Leaves Eyes,www.leaveseyes.de,70000tons.com/wp-content/uploads/2019/10/45jgjLEfdgAVEdfgFSEYE52S_LODFGGO_GFWEB.png,https://www.youtube.com/results?search_query=official+music%20video+Leaves%20Eyes,http://www.metal-archives.com/search?searchString=Leaves%20Eyes&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Leaves%20Eyes,Germany-Norway,Symphonic Metal
Candlemass,www.candlemass.se/doom/,70000tons.com/wp-content/uploads/2019/10/45DVLCVEM34A531xS454f_5L4OGO_WXE3B.png,https://www.youtube.com/results?search_query=official+music%20video+Candlemass,http://www.metal-archives.com/search?searchString=Candlemass&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Candlemass,Sweden,Epic Doom Metal
Moonsorrow,moonsorrow.com,70000tons.com/wp-content/uploads/2019/10/MOONSORROW_WEB-1.png,https://www.youtube.com/results?search_query=official+music%20video+Moonsorrow,http://www.metal-archives.com/search?searchString=Moonsorrow&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Moonsorrow,Finland,Folk-Pagan-Black Metal
Venom,www.facebook.com/officialvenomband/,70000tons.com/wp-content/uploads/2019/10/43NDF243DSfdM_LOG42O_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Venom,http://www.metal-archives.com/search?searchString=Venom&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Venom,United Kingdom,Black-Speed Metal
Wintersun,www.facebook.com/wintersun/,70000tons.com/wp-content/uploads/2019/10/534WGDIFGBDCEVRfdgtSU35LcdOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Wintersun,http://www.metal-archives.com/search?searchString=Wintersun&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Wintersun,Finland,Symphonic Melodic Death Metal
Sortilege,www.facebook.com/SortilegeTheBand/,70000tons.com/wp-content/uploads/2019/10/534adfRSDF542gfdgEGE_LO24GO_WfsdEB_HOVER.png,https://www.youtube.com/results?search_query=official+music%20video+Sortilege,http://www.metal-archives.com/search?searchString=Sortilege&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Sortilege,France,Heavy Metal
Kampfar,www.kampfar.com/,70000tons.com/wp-content/uploads/2019/10/KAMPFAR_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Kampfar,http://www.metal-archives.com/search?searchString=Kampfar&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Kampfar,Norway,Pagan Black Metal
Flotsam And Jetsam,www.flotsam-and-jetsam.com/,70000tons.com/wp-content/uploads/2019/10/5334R3F4Fg4g3gDF23GF2MTYHLOGO_WEBR34.png,https://www.youtube.com/results?search_query=official+music%20video+Flotsam%20And%20Jetsam,http://www.metal-archives.com/search?searchString=Flotsam%20And%20Jetsam&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Flotsam%20And%20Jetsam,United States,Power-Thrash Metal
Devin Townsend,www.hevydevy.com/,70000tons.com/wp-content/uploads/2019/10/GDR345FASDAgfdhgdf345nfgWEB-1.png,https://www.youtube.com/results?search_query=official+music%20video+Devin%20Townsend,http://www.metal-archives.com/search?searchString=Devin%20Townsend&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Devin%20Townsend
Cruachan,www.cruachanireland.com/,70000tons.com/wp-content/uploads/2019/11/CRUACHAN_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Cruachan,http://www.metal-archives.com/search?searchString=Cruachan&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Cruachan,Ireland,Celtic Folk/Black Metal
At The Gates,atthegates.se/,70000tons.com/wp-content/uploads/2019/11/ATTHEGATES_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+At%20The%20Gates,http://www.metal-archives.com/search?searchString=At%20The%20Gates&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:At%20The%20Gates,Sweden,Melodic Death Metal
