Band,Location,Date,Day,Start Time,End Time,Type,Description URL,Notes,ImageURL
Ross The Boss,Lounge,01/08/2020,Day 1,00:45,01:30,Show, , , 
Soilwork,Theater,01/08/2020,Day 1,01:15,02:15,Show, , , 
Moonsorrow,Rink,01/08/2020,Day 1,02:15,03:00,Show, , , 
Atheist,Lounge,01/08/2020,Day 1,02:15,03:00,Show, , , 
Cruachan,Theater,01/08/2020,Day 1,03:00,03:45,Show, , , 
Seven Witches,Rink,01/08/2020,Day 1,03:45,04:30,Show, ,Passage To The Other Side, 
Ereb Altor,Lounge,01/08/2020,Day 1,03:45,04:30,Show, , , 
Wilderun,Theater,01/08/2020,Day 1,04:30,05:15,Show, , , 
No Raza,Rink,01/08/2020,Day 1,05:15,06:00,Show, , , 
Trollfest,Pool,01/08/2020,Day 2,10:00,10:45,Show, , , 
Dark Matter,Theater,01/08/2020,Day 2,10:45,11:30,Show, , , 
Karaoke,Sports Bar,01/08/2020,Day 1,00:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/All%20Night%20Karaoke%20Killchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Karaoke,Sports Bar,01/09/2020,Day 2,00:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Karaoke,Sports Bar,01/10/2020,Day 3,00:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/All%20Night%20Karaoke%20Killchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Possessed,Pool,01/08/2020,Day 2,11:30,12:15,Show, , , 
Without Waves,Rink,01/08/2020,Day 2,11:30,12:15,Show, , , 
Bloodbound,Theater,01/08/2020,Day 2,12:15,13:00,Show, , , 
Leaves Eyes,Pool,01/08/2020,Day 2,13:00,13:45,Show, , , 
The Agonist,Rink,01/08/2020,Day 2,13:00,13:45,Show, , , 
Soen,Theater,01/08/2020,Day 2,13:45,14:30,Show, , , 
Suffocation,Pool,01/08/2020,Day 2,14:30,15:15,Show, , , 
Orphaned Land,Rink,01/08/2020,Day 2,14:30,15:15,Show, , , 
Whiplash,Theater,01/08/2020,Day 2,15:15,16:00,Show, , , 
Haggard,Pool,01/08/2020,Day 2,16:00,17:00,Show, , , 
Stam1na,Rink,01/08/2020,Day 2,16:15,17:00,Show, , , 
Finntroll,Theater,01/08/2020,Day 2,17:00,18:00,Show, , , 
The Faceless,Lounge,01/08/2020,Day 2,17:15,18:00,Show, , , 
Grave Digger,Pool,01/08/2020,Day 2,18:00,19:00,Show, , , 
Carach Angren,Rink,01/08/2020,Day 2,18:00,18:45,Show, , , 
Ihsahn,Theater,01/08/2020,Day 2,19:00,20:00,Show, , , 
Havok,Lounge,01/08/2020,Day 2,19:00,19:45,Show, , , 
Candlemass,Pool,01/08/2020,Day 2,20:00,21:00,Show, , , 
Once Human,Rink,01/08/2020,Day 2,20:00,20:45,Show, , , 
Cattle Decapitation,Lounge,01/08/2020,Day 2,20:45,21:30,Show, , , 
Epica,Theater,01/08/2020,Day 2,21:00,22:00,Show, , , 
Toxik,Rink,01/08/2020,Day 2,21:45,22:30,Show, ,World Circus, 
Venom,Pool,01/08/2020,Day 2,22:00,23:15,Show, , , 
Spoil Engine,Lounge,01/08/2020,Day 2,22:30,23:15,Show, , , 
Michael Schenker Fest,Theater,01/08/2020,Day 2,23:15,00:30,Show, , , 
Firstbourne,Rink,01/08/2020,Day 2,23:30,00:15,Show, , , 
Wintersun,Pool,01/09/2020,Day 2,00:15,01:15,Show, , , 
Aeternam,Lounge,01/09/2020,Day 2,00:15,01:00,Show, , , 
Flotsam And Jetsam,Theater,01/09/2020,Day 2,01:15,02:00,Show, , , 
Origin,Rink,01/09/2020,Day 2,01:15,02:00,Show, ,Pillow Fight Mosh Pit!, 
Omnium Gatherum,Pool,01/09/2020,Day 2,02:00,02:45,Show, , , 
Zero Theorem,Lounge,01/09/2020,Day 2,02:00,02:45,Show, , , 
Ghost Ship Octavius,Theater,01/09/2020,Day 2,02:45,03:30,Show, , , 
Aether Realm,Rink,01/09/2020,Day 2,02:45,03:30,Show, , , 
Aborted,Pool,01/09/2020,Day 2,03:30,04:15,Show, ,Terror Vision, 
Incantation,Rink,01/09/2020,Day 2,04:15,05:00,Show, , , 
Striker,Pool,01/09/2020,Day 2,05:00,05:45,Show, , , 
Grave Digger,Sports Bar,01/08/2020,Day 2,11:00,12:30,Meet and Greet, , , 
Candlemass,Sports Bar,01/08/2020,Day 2,11:00,12:30,Meet and Greet, , , 
Haggard,Sports Bar,01/08/2020,Day 2,12:30,14:00,Meet and Greet, , , 
At The Gates,Sports Bar,01/08/2020,Day 2,12:30,14:00,Meet and Greet, , , 
Epica,Sports Bar,01/08/2020,Day 2,14:00,15:30,Meet and Greet, , , 
Venom,Sports Bar,01/08/2020,Day 2,14:00,15:30,Meet and Greet, , , 
Emperor,Sports Bar,01/08/2020,Day 2,15:30,17:00,Meet and Greet, , , 
Ihsahn,Sports Bar,01/08/2020,Day 2,15:30,17:00,Meet and Greet, , , 
Exodus,Sports Bar,01/08/2020,Day 2,17:00,18:30,Meet and Greet, , , 
Leaves Eyes,Sports Bar,01/08/2020,Day 2,17:00,18:30,Meet and Greet, , , 
Suffocation,Sports Bar,01/08/2020,Day 2,18:30,20:00,Meet and Greet, , , 
Wintersun,Sports Bar,01/08/2020,Day 2,18:30,20:00,Meet and Greet, , , 
Finntroll,Sports Bar,01/08/2020,Day 2,20:00,21:30,Meet and Greet, , , 
Devin Townsend,Sports Bar,01/08/2020,Day 2,20:00,21:30,Meet and Greet, , , 
Aeternam,Viking Crown,01/08/2020,Day 2,11:00,12:30,Meet and Greet, ,Listening Session, 
Michael Schenker Fest,Viking Crown,01/08/2020,Day 2,12:30,14:00,Meet and Greet, , , 
Soilwork,Viking Crown,01/08/2020,Day 2,14:00,15:30,Meet and Greet, , , 
Archon Angel,Viking Crown,01/08/2020,Day 2,15:30,17:00,Meet and Greet, ,Listening Session, 
Brujeria,Viking Crown,01/08/2020,Day 2,17:00,18:30,Meet and Greet, , , 
Sortilege,Viking Crown,01/08/2020,Day 2,18:30,20:00,Meet and Greet, , , 
Striker,Boleros Lounge,01/08/2020,Day 2,11:00,12:00,Meet and Greet, , , 
Havok,Boleros Lounge,01/08/2020,Day 2,11:00,12:00,Meet and Greet, , , 
Carach Angren,Boleros Lounge,01/08/2020,Day 2,11:00,12:00,Meet and Greet, , , 
Whiplash,Boleros Lounge,01/08/2020,Day 2,12:00,13:00,Meet and Greet, , , 
Flotsam And Jetsam,Boleros Lounge,01/08/2020,Day 2,12:00,13:00,Meet and Greet, , , 
Origin,Boleros Lounge,01/08/2020,Day 2,12:00,13:00,Meet and Greet, , , 
The Faceless,Boleros Lounge,01/08/2020,Day 2,12:00,13:00,Meet and Greet, , , 
Toxik,Boleros Lounge,01/08/2020,Day 2,14:00,15:00,Meet and Greet, , , 
Vio-Lence,Boleros Lounge,01/08/2020,Day 2,14:00,15:00,Meet and Greet, , , 
Zero Theorem,Boleros Lounge,01/08/2020,Day 2,13:00,14:00,Meet and Greet, , , 
Spoil Engine,Boleros Lounge,01/08/2020,Day 2,13:00,14:00,Meet and Greet, , , 
Einherjer,Boleros Lounge,01/08/2020,Day 2,13:00,14:00,Meet and Greet, , , 
Kampfar,Boleros Lounge,01/08/2020,Day 2,13:00,14:00,Meet and Greet, , , 
Moonsorrow,Boleros Lounge,01/08/2020,Day 2,14:00,15:00,Meet and Greet, , , 
Trollfest,Boleros Lounge,01/08/2020,Day 2,14:00,15:00,Meet and Greet, , , 
Bloodbound,Boleros Lounge,01/08/2020,Day 2,15:00,16:00,Meet and Greet, , , 
Edenbridge,Boleros Lounge,01/08/2020,Day 2,15:00,16:00,Meet and Greet, , , 
Aborted,Boleros Lounge,01/08/2020,Day 2,15:00,16:00,Meet and Greet, , , 
Cattle Decapitation,Boleros Lounge,01/08/2020,Day 2,15:00,16:00,Meet and Greet, , , 
The Agonist,Boleros Lounge,01/08/2020,Day 2,16:00,17:00,Meet and Greet, , , 
Once Human,Boleros Lounge,01/08/2020,Day 2,16:00,17:00,Meet and Greet, , , 
Dark Matter,Boleros Lounge,01/08/2020,Day 2,16:00,17:00,Meet and Greet, , , 
Firstbourne,Boleros Lounge,01/08/2020,Day 2,17:00,18:00,Meet and Greet, , , 
Soen,Boleros Lounge,01/08/2020,Day 2,17:00,18:00,Meet and Greet, , , 
Omnium Gatherum,Boleros Lounge,01/08/2020,Day 2,17:00,18:00,Meet and Greet, , , 
Ghost Ship Octavius,Boleros Lounge,01/08/2020,Day 2,17:00,18:00,Meet and Greet, , , 
Possessed,Boleros Lounge,01/08/2020,Day 2,18:00,19:00,Meet and Greet, , , 
Incantation,Boleros Lounge,01/08/2020,Day 2,18:00,19:00,Meet and Greet, , , 
Orphaned Land,Boleros Lounge,01/08/2020,Day 2,18:00,19:00,Meet and Greet, , , 
Cruachan,Boleros Lounge,01/08/2020,Day 2,18:00,19:00,Meet and Greet, , , 
Ross The Boss,Boleros Lounge,01/08/2020,Day 2,19:00,20:00,Meet and Greet, , , 
Seven Witches,Boleros Lounge,01/08/2020,Day 2,19:00,20:00,Meet and Greet, , , 
Without Waves,Boleros Lounge,01/08/2020,Day 2,19:00,20:00,Meet and Greet, , , 
Stam1na,Boleros Lounge,01/08/2020,Day 2,19:00,20:00,Meet and Greet, , , 
Novembers Doom,Boleros Lounge,01/08/2020,Day 2,20:00,21:00,Meet and Greet, , , 
Ereb Altor,Boleros Lounge,01/08/2020,Day 2,20:00,21:00,Meet and Greet, , , 
Kissin Dynamite,Boleros Lounge,01/08/2020,Day 2,20:00,21:00,Meet and Greet, , , 
Axxis,Boleros Lounge,01/08/2020,Day 2,20:00,21:00,Meet and Greet, , , 
Aether Realm,Boleros Lounge,01/08/2020,Day 2,21:00,22:00,Meet and Greet, , , 
Wilderun,Boleros Lounge,01/08/2020,Day 2,21:00,22:00,Meet and Greet, , , 
Atheist,Boleros Lounge,01/08/2020,Day 2,21:00,22:00,Meet and Greet, , , 
No Raza,Boleros Lounge,01/08/2020,Day 2,21:00,22:00,Meet and Greet, , , 
Flotsam And Jetsam,Pool,01/09/2020,Day 3,17:00,17:45,Show, , , 
Ereb Altor,Rink,01/09/2020,Day 3,17:00,17:45,Show, , , 
Leaves Eyes,Theater,01/09/2020,Day 3,17:45,18:30,Show, , , 
Without Waves,Lounge,01/09/2020,Day 3,17:45,18:30,Show, , , 
Ihsahn,Pool,01/09/2020,Day 3,18:30,19:30,Show, , , 
Atheist,Rink,01/09/2020,Day 3,18:30,19:15,Show, , , 
Wintersun,Theater,01/09/2020,Day 3,19:15,20:15,Show, , , 
Ghost Ship Octavius,Lounge,01/09/2020,Day 3,19:30,20:15,Show, , , 
Devin Townsend,Pool,01/09/2020,Day 3,20:15,21:15,Show, , , 
Cattle Decapitation,Rink,01/09/2020,Day 3,20:15,21:00,Show, , , 
Origin,Lounge,01/09/2020,Day 3,21:00,21:45,Show, , , 
Grave Digger,Theater,01/09/2020,Day 3,21:15,22:15,Show, , , 
Michael Schenker Fest,Pool,01/09/2020,Day 3,22:15,23:30,Show, , , 
Omnium Gatherum,Rink,01/09/2020,Day 3,22:15,23:00,Show, , , 
Seven Witches,Lounge,01/09/2020,Day 3,23:00,23:45,Show, , , 
Moonsorrow,Theater,01/09/2020,Day 3,23:15,00:30,Show, ,Verisakeet , 
Bloodbound,Rink,01/09/2020,Day 3,23:45,00:30,Show, , , 
At The Gates,Pool,01/10/2020,Day 3,00:30,01:30,Show, ,Slaughter Of The Soul, 
Whiplash,Lounge,01/10/2020,Day 3,00:30,01:15,Show, , , 
Ross The Boss,Theater,01/10/2020,Day 3,01:30,02:15,Show, , , 
Kampfar,Rink,01/10/2020,Day 3,01:30,02:15,Show, , , 
Axxis,Pool,01/10/2020,Day 3,02:15,03:00,Show, , , 
Stam1na,Lounge,01/10/2020,Day 3,02:15,03:00,Show, , , 
Vio-Lence,Theater,01/10/2020,Day 3,03:00,03:45,Show, , , 
Trollfest,Rink,01/10/2020,Day 3,03:00,03:45,Show, , , 
Einherjer,Pool,01/10/2020,Day 3,03:45,04:30,Show, , , 
Firstbourne,Lounge,01/10/2020,Day 3,03:45,04:30,Show, , , 
The Faceless,Rink,01/10/2020,Day 3,04:30,05:15,Show, , , 
Aeternam,Pool,01/10/2020,Day 3,05:15,06:00,Show, , , 
Archon Angel,Pool,01/10/2020,Day 4,10:00,10:45,Show, , , 
Zero Theorem,Rink,01/10/2020,Day 4,10:45,11:30,Show, , , 
Sortilege,Pool,01/10/2020,Day 4,11:30,12:15,Show, , , 
No Raza,Lounge,01/10/2020,Day 4,11:30,12:15,Show, , , 
Belly Flop Contest,Solarium,01/10/2020,Day 4,12:15,13:15,Special Event,https://www.dropbox.com/s/p043qh3mzjoloke/70K%20All%20Brutal%20Belly%20Flop%20Bonanza.txt?raw=1,,https://www.dropbox.com/s/aqi1k1fhfsfcdx0/BellyFlop.png?raw=1
Edenbridge,Theater,01/10/2020,Day 4,12:15,13:00,Show, , , 
Spoil Engine,Rink,01/10/2020,Day 4,12:15,13:00,Show, , , 
Aether Realm,Lounge,01/10/2020,Day 4,13:00,13:45,Show, , , 
Orphaned Land,Pool,01/10/2020,Day 4,13:15,14:00,Show, , , 
All Star Jam,Theater,01/10/2020,Day 4,14:00,15:30,Special Event,https://www.dropbox.com/s/sx91i6btlmuh27m/Jamming%20In%20International%20Waters.txt?raw=1,,https://www.dropbox.com/s/cb0a6mvq760tjru/jammingWithWaters.png?raw=1
Suffocation,Rink,01/10/2020,Day 4,14:00,14:45,Show, , , 
Brujeria,Pool,01/10/2020,Day 4,14:45,15:45,Show, , , 
Wilderun,Lounge,01/10/2020,Day 4,14:45,15:30,Show, , , 
Soen,Rink,01/10/2020,Day 4,15:30,16:15,Show, , , 
Possessed,Theater,01/10/2020,Day 4,16:15,17:00,Show, , , 
Finntroll,Pool,01/10/2020,Day 4,16:30,17:30,Show, , , 
Dark Matter,Lounge,01/10/2020,Day 4,16:15,17:00,Show, , , 
Novembers Doom,Rink,01/10/2020,Day 4,17:00,17:45,Show, , , 
Toxik,Theater,01/10/2020,Day 4,17:45,18:45,Show, ,Think This, 
Once Human,Lounge,01/10/2020,Day 4,17:45,18:30,Show, , , 
Soilwork,Pool,01/10/2020,Day 4,18:15,19:15,Show, , , 
Cruachan,Rink,01/10/2020,Day 4,18:45,19:30,Show, , , 
Candlemass,Theater,01/10/2020,Day 4,19:30,20:30,Show, , , 
Striker,Lounge,01/10/2020,Day 4,19:30,20:15,Show, , , 
Epica,Pool,01/10/2020,Day 4,20:00,21:00,Show, ,Design Your Universe, 
Aborted,Rink,01/10/2020,Day 4,20:30,21:15,Show, , , 
Haggard,Theater,01/10/2020,Day 4,21:15,22:15,Show, , , 
Incantation,Lounge,01/10/2020,Day 4,21:15,22:00,Show, , , 
Emperor,Pool,01/10/2020,Day 4,22:00,23:15,Show, , , 
Kissin Dynamite,Rink,01/10/2020,Day 4,22:15,23:00,Show, , , 
Venom,Theater,01/10/2020,Day 4,23:15,00:30,Show, , , 
The Agonist,Lounge,01/10/2020,Day 4,23:00,23:45,Show, , , 
Havok,Rink,01/10/2020,Day 4,23:45,00:30,Show, , , 
Exodus,Pool,01/11/2020,Day 4,00:30,01:30,Show, ,Bonded By Blood, 
Skipper's Thank You,Pool,01/11/2020,Day 4,01:30,02:00,Special Event,https://www.dropbox.com/s/5vyfygh4mu7nzl9/Skipper%20Thank%20You.txt?raw=1,,https://www.dropbox.com/s/29l042jutb4payw/skipperThankYou.png?raw=1
Carach Angren,Theater,01/11/2020,Day 4,01:30,02:15,Show, , , 
Closing Karaoke,Solarium,01/11/2020,Day 4,01:30,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/All%20Night%20Karaoke%20Killchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Cruachan,Ale And Anchor Pub,01/10/2020,Day 3,01:00,02:00,Show, ,Drinking Songs And Ballads, 
Orphaned Land,Boleros Lounge,01/10/2020,Day 4,16:00,17:00,Clinic, ,Drum Clinic, 
Archon Angel,Boleros Lounge,01/10/2020,Day 4,18:00,19:00,Clinic, ,Vocal Clinic, 
Leaves Eyes,Promenade,01/10/2020,Day 4,19:30,20:30,Clinic, ,History Of Vikings, 
