bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia
Cattle Decapitation,cattledecapitation.com/,70000tons.com/wp-content/uploads/2016/12/CATTLE_DECAPITATION_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Cattle%20Decapitation,http://www.metal-archives.com/search?searchString=Cattle%20Decapitation&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Cattle%20Decapitation
Cruachan,www.cruachanireland.com/,70000tons.com/wp-content/uploads/2016/07/CRUACHAN-WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Cruachan,http://www.metal-archives.com/search?searchString=Cruachan&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Cruachan
Cryptex,www.cryptexmusic.com/,70000tons.com/wp-content/uploads/2017/01/CRYPTEX_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Cryptex,http://www.metal-archives.com/search?searchString=Cryptex&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Cryptex
Cryptopsy,cryptopsy.ca/,70000tons.com/wp-content/uploads/2017/01/CRYPTOPSY_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Cryptopsy,http://www.metal-archives.com/search?searchString=Cryptopsy&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Cryptopsy
Dalriada,www.dalriada.hu/,70000tons.com/wp-content/uploads/2017/01/DALRIADA_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Dalriada,http://www.metal-archives.com/search?searchString=Dalriada&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Dalriada
Death Angel,www.deathangel.us/,70000tons.com/wp-content/uploads/2016/07/DEATH-ANGEL_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Death%20Angel,http://www.metal-archives.com/search?searchString=Death%20Angel&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Death%20Angel
Demolition Hammer,www.facebook.com/Demolition-Hammer-33021961306/,70000tons.com/wp-content/uploads/2016/08/5955DEMOLITIONHAMMER_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Demolition%20Hammer,http://www.metal-archives.com/search?searchString=Demolition%20Hammer&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Demolition%20Hammer
Devil Driver,www.facebook.com/devildriver/,70000tons.com/wp-content/uploads/2016/07/DEVILDRIVER-WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Devil%20Driver,http://www.metal-archives.com/search?searchString=Devil%20Driver&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Devil%20Driver
Draconian,www.facebook.com/draconianofficial/,70000tons.com/wp-content/uploads/2016/07/DRACONIAN_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Draconian,http://www.metal-archives.com/search?searchString=Draconian&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Draconian
Dying Fetus,www.facebook.com/DyingFetus/,70000tons.com/wp-content/uploads/2016/07/DYINGFETUS_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Dying%20Fetus,http://www.metal-archives.com/search?searchString=Dying%20Fetus&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Dying%20Fetus
Edenbridge,www.edenbridge.org/,70000tons.com/wp-content/uploads/2017/01/56522EDENBRIDGE_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Edenbridge,http://www.metal-archives.com/search?searchString=Edenbridge&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Edenbridge
Einherjer,einherjer.com/,70000tons.com/wp-content/uploads/2017/01/EINHERJER_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Einherjer,http://www.metal-archives.com/search?searchString=Einherjer&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Einherjer
Equilibrium,equilibrium-metal.net/,70000tons.com/wp-content/uploads/2016/07/EQUILIBRIUM_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Equilibrium,http://www.metal-archives.com/search?searchString=Equilibrium&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Equilibrium
Ghost Ship Octavius,www.ghostshipoctavius.com/,70000tons.com/wp-content/uploads/2016/12/Ghost_Ship_Octavius_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Ghost%20Ship%20Octavius,http://www.metal-archives.com/search?searchString=Ghost%20Ship%20Octavius&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Ghost%20Ship%20Octavius
Grave,www.facebook.com/GraveOfficial/,70000tons.com/wp-content/uploads/2016/08/6322GRAVE_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Grave,http://www.metal-archives.com/search?searchString=Grave&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Grave
Grave Digger,www.grave-digger.de/,70000tons.com/wp-content/uploads/2016/07/GRAVE-DIGGER_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Grave%20Digger,http://www.metal-archives.com/search?searchString=Grave%20Digger&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Grave%20Digger
Haggard,www.haggard.de/,70000tons.com/wp-content/uploads/2016/07/HAGGARD_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Haggard,http://www.metal-archives.com/search?searchString=Haggard&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Haggard
Kalmah,www.kalmah.com,70000tons.com/wp-content/uploads/2016/07/KALMAH_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Kalmah,http://www.metal-archives.com/search?searchString=Kalmah&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Kalmah
Kamelot,www.kamelot.com/,70000tons.com/wp-content/uploads/2016/07/KAMELOT_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Kamelot,http://www.metal-archives.com/search?searchString=Kamelot&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Kamelot
Manegarm,www.facebook.com/Manegarmsweden/,70000tons.com/wp-content/uploads/2017/01/MANEGARM_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Manegarm,http://www.metal-archives.com/search?searchString=Manegarm&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Manegarm
Marduk,marduk.nu/,70000tons.com/wp-content/uploads/2016/08/5666MARDUK_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Marduk,http://www.metal-archives.com/search?searchString=Marduk&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Marduk
Misery loves Co.,www.facebook.com/Misery-Loves-Co-100819526726770/,70000tons.com/wp-content/uploads/2016/12/MiseryLovesCo_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Misery%20loves%20Co.,http://www.metal-archives.com/search?searchString=Misery%20loves%20Co.&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Misery%20loves%20Co.
Moonsorrow,moonsorrow.com/,70000tons.com/wp-content/uploads/2016/07/56211MOONSORROW_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Moonsorrow,http://www.metal-archives.com/search?searchString=Moonsorrow&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Moonsorrow
Mors Principium Est,www.morsprincipiumest.com/,70000tons.com/wp-content/uploads/2016/12/MORSPRINCIPIUMEST_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Mors%20Principium%20Est,http://www.metal-archives.com/search?searchString=Mors%20Principium%20Est&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Mors%20Principium%20Est
Nightmare,www.facebook.com/NIGHTMARE-8046134285/,70000tons.com/wp-content/uploads/2016/12/NIGHTMARE-WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Nightmare,http://www.metal-archives.com/search?searchString=Nightmare&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Nightmare
Omnium Gatherum,www.omniumgatherum.org/,70000tons.com/wp-content/uploads/2016/07/OMNIUMGATHERUM_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Omnium%20Gatherum,http://www.metal-archives.com/search?searchString=Omnium%20Gatherum&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Omnium%20Gatherum
Orden Ogan,www.ordenogan.de/,70000tons.com/wp-content/uploads/2016/08/567Orden-Ogan-web.png,https://www.youtube.com/results?search_query=official+music%20video+Orden%20Ogan,http://www.metal-archives.com/search?searchString=Orden%20Ogan&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Orden%20Ogan
Orphaned Land,www.orphaned-land.com/,70000tons.com/wp-content/uploads/2016/07/ORPHANEDLAND_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Orphaned%20Land,http://www.metal-archives.com/search?searchString=Orphaned%20Land&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Orphaned%20Land
Overkill,wreckingcrew.com/,70000tons.com/wp-content/uploads/2017/01/OVERKILL_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Overkill,http://www.metal-archives.com/search?searchString=Overkill&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Overkill
Pain,www.painworldwide.com/,70000tons.com/wp-content/uploads/2016/08/1745PAIN_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Pain,http://www.metal-archives.com/search?searchString=Pain&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Pain
Powerglove,www.vgmetal.com/,70000tons.com/wp-content/uploads/2016/07/POWERGLOVE_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Powerglove,http://www.metal-archives.com/search?searchString=Powerglove&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Powerglove
Psycroptic,www.facebook.com/psycroptic,70000tons.com/wp-content/uploads/2016/08/5232PSYCROPTIC_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Psycroptic,http://www.metal-archives.com/search?searchString=Psycroptic&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Psycroptic
Revocation,revocationband.com/,70000tons.com/wp-content/uploads/2016/07/REVOCATION_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Revocation,http://www.metal-archives.com/search?searchString=Revocation&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Revocation
Saltatio Mortis,www.saltatio-mortis.com/,70000tons.com/wp-content/uploads/2016/07/SALTATIOMORTIS_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Saltatio%20Mortis,http://www.metal-archives.com/search?searchString=Saltatio%20Mortis&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Saltatio%20Mortis
Scar Symmetry,www.facebook.com/scarsymmetry/,70000tons.com/wp-content/uploads/2016/08/8754SCARSYMMETRY_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Scar%20Symmetry,http://www.metal-archives.com/search?searchString=Scar%20Symmetry&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Scar%20Symmetry
Serenity,www.serenity-band.com/,70000tons.com/wp-content/uploads/2016/08/SERENITY_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Serenity,http://www.metal-archives.com/search?searchString=Serenity&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Serenity
Stam1na,www.stam1na.com/,70000tons.com/wp-content/uploads/2016/07/86544STAM1NA_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Stam1na,http://www.metal-archives.com/search?searchString=Stam1na&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Stam1na
Striker,www.striker-metal.com/,70000tons.com/wp-content/uploads/2017/01/STRIKER_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Striker,http://www.metal-archives.com/search?searchString=Striker&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Striker
Stuck Mojo,www.facebook.com/StuckMojo,70000tons.com/wp-content/uploads/2016/07/STUCKMOJO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Stuck%20Mojo,http://www.metal-archives.com/search?searchString=Stuck%20Mojo&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Stuck%20Mojo
Suffocation,www.facebook.com/suffocation,70000tons.com/wp-content/uploads/2016/07/SUFFOCATION_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Suffocation,http://www.metal-archives.com/search?searchString=Suffocation&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Suffocation
Testament,www.testamentlegions.com/,70000tons.com/wp-content/uploads/2016/08/4555TESTAMENT_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Testament,http://www.metal-archives.com/search?searchString=Testament&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Testament
Therion,www.therion.se/,70000tons.com/wp-content/uploads/2016/07/THERION_WEB2.png,https://www.youtube.com/results?search_query=official+music%20video+Therion,http://www.metal-archives.com/search?searchString=Therion&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Therion
Total Death,www.facebook.com/muertetotal,70000tons.com/wp-content/uploads/2017/01/TOTALDEATH_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Total%20Death,http://www.metal-archives.com/search?searchString=Total%20Death&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Total%20Death
Touch The Sun,www.facebook.com/TOUCHTHESUNMUSIC/,70000tons.com/wp-content/uploads/2017/01/TOUCHTHESUN_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Touch%20The%20Sun,http://www.metal-archives.com/search?searchString=Touch%20The%20Sun&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Touch%20The%20Sun
Trauma,www.traumametal.com/,70000tons.com/wp-content/uploads/2017/01/5666TRAUMA_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Trauma,http://www.metal-archives.com/search?searchString=Trauma&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Trauma
Trollfest,trollfest.com/,70000tons.com/wp-content/uploads/2017/01/8532TROLLFEST_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Trollfest,http://www.metal-archives.com/search?searchString=Trollfest&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Trollfest
Uli Jon Roth,www.ulijonroth.com/,70000tons.com/wp-content/uploads/2016/07/ULIJONROTH_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Uli%20Jon%20Roth,http://www.metal-archives.com/search?searchString=Uli%20Jon%20Roth&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Uli%20Jon%20Roth
Unleashed,www.unleashed.se/,70000tons.com/wp-content/uploads/2016/08/666UNLEASHED_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Unleashed,http://www.metal-archives.com/search?searchString=Unleashed&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Unleashed
Vreid,www.vreid.no/,70000tons.com/wp-content/uploads/2016/08/7877VREID_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Vreid,http://www.metal-archives.com/search?searchString=Vreid&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Vreid
Witchtrap,www.facebook.com/WITCHTRAP/,70000tons.com/wp-content/uploads/2017/01/WITCHTRAP_LOGO_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Witchtrap,http://www.metal-archives.com/search?searchString=Witchtrap&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Witchtrap
Xandria,xandria.de/,70000tons.com/wp-content/uploads/2016/07/XANDRIA_WEB.png,https://www.youtube.com/results?search_query=official+music%20video+Xandria,http://www.metal-archives.com/search?searchString=Xandria&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Xandria
