bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia
In Extremo,www.inextremo.de/,70000tons.com/wp-content/uploads/2014/03/inextremo.png,https://www.youtube.com/results?search_query=official+music%20video+In%20Extremo,http://www.metal-archives.com/search?searchString=In%20Extremo&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:In%20Extremo
Jungle Rot,www.facebook.com/igotjunglerot,70000tons.com/wp-content/uploads/2015/01/junglerot.png,https://www.youtube.com/results?search_query=official+music%20video+Jungle%20Rot,http://www.metal-archives.com/search?searchString=Jungle%20Rot&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Jungle%20Rot
Kataklysm,www.facebook.com/kataklysm,70000tons.com/wp-content/uploads/2014/06/kataklysm-logo-web.png,https://www.youtube.com/results?search_query=official+music%20video+Kataklysm,http://www.metal-archives.com/search?searchString=Kataklysm&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Kataklysm
Korpiklaani,www.korpiklaani.com/,70000tons.com/wp-content/uploads/2014/03/korpiklaani.png,https://www.youtube.com/results?search_query=official+music%20video+Korpiklaani,http://www.metal-archives.com/search?searchString=Korpiklaani&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Korpiklaani
Lake of Tears,www.lakeoftears.net/,70000tons.com/wp-content/uploads/2014/06/lakeoftears.png,https://www.youtube.com/results?search_query=official+music%20video+Lake%20of%20Tears,http://www.metal-archives.com/search?searchString=Lake%20of%20Tears&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Lake%20of%20Tears
Masacre,www.facebook.com/pages/MasacreOficial/151283931612611,70000tons.com/wp-content/uploads/2015/01/masacre.png,https://www.youtube.com/results?search_query=official+music%20video+Masacre,http://www.metal-archives.com/search?searchString=Masacre&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Masacre
Melechesh,www.melechesh.com/,70000tons.com/wp-content/uploads/2014/12/melechesh.png,https://www.youtube.com/results?search_query=official+music%20video+Melechesh,http://www.metal-archives.com/search?searchString=Melechesh&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Melechesh
Michael Schenker,www.michaelschenkerhimself.com/home.php,70000tons.com/wp-content/uploads/2014/06/Schenker_logo_web.png,https://www.youtube.com/results?search_query=official+music%20video+Michael%20Schenker,http://www.metal-archives.com/search?searchString=Michael%20Schenker&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Michael%20Schenker
Monstrosity,www.facebook.com/MonstrosityOfficial/,70000tons.com/wp-content/uploads/2015/01/monstrosity.png,https://www.youtube.com/results?search_query=official+music%20video+Monstrosity,http://www.metal-archives.com/search?searchString=Monstrosity&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Monstrosity
Municipal Waste,www.municipalwaste.net/,70000tons.com/wp-content/uploads/2014/08/municipal.png,https://www.youtube.com/results?search_query=official+music%20video+Municipal%20Waste,http://www.metal-archives.com/search?searchString=Municipal%20Waste&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Municipal%20Waste
Napalm Death,www.napalmdeath.org/,70000tons.com/wp-content/uploads/2014/07/napalm.png,https://www.youtube.com/results?search_query=official+music%20video+Napalm%20Death,http://www.metal-archives.com/search?searchString=Napalm%20Death&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Napalm%20Death
Origin,www.facebook.com/Origin,70000tons.com/wp-content/uploads/2014/04/origin.png,https://www.youtube.com/results?search_query=official+music%20video+Origin,http://www.metal-archives.com/search?searchString=Origin&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Origin
Pretty Maids,www.prettymaids.dk/,70000tons.com/wp-content/uploads/2014/12/prettymaids.png,https://www.youtube.com/results?search_query=official+music%20video+Pretty%20Maids,http://www.metal-archives.com/search?searchString=Pretty%20Maids&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Pretty%20Maids
Primal Fear,www.primalfear.de/home/,70000tons.com/wp-content/uploads/2014/07/primalfear.png,https://www.youtube.com/results?search_query=official+music%20video+Primal%20Fear,http://www.metal-archives.com/search?searchString=Primal%20Fear&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Primal%20Fear
Refuge,www.refuge-metal.de/,70000tons.com/wp-content/uploads/2014/12/refuge.png,https://www.youtube.com/results?search_query=official+music%20video+Refuge,http://www.metal-archives.com/search?searchString=Refuge&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Refuge
Riot,www.areyoureadytoriot.com/,70000tons.com/wp-content/uploads/2015/01/riot1.png,https://www.youtube.com/results?search_query=official+music%20video+Riot,http://www.metal-archives.com/search?searchString=Riot&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Riot
Soulfly,www.soulfly.com/,70000tons.com/wp-content/uploads/2015/01/soulfly.png,https://www.youtube.com/results?search_query=official+music%20video+Soulfly,http://www.metal-archives.com/search?searchString=Soulfly&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Soulfly
Suborned,www.suborned.ch/,70000tons.com/wp-content/uploads/2015/01/suborned1.png,https://www.youtube.com/results?search_query=official+music%20video+Suborned,http://www.metal-archives.com/search?searchString=Suborned&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Suborned
Tank,www.tankofficial.com/,70000tons.com/wp-content/uploads/2014/07/tank.png,https://www.youtube.com/results?search_query=official+music%20video+Tank,http://www.metal-archives.com/search?searchString=Tank&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Tank
Therion,www.facebook.com/therion/,70000tons.com/wp-content/uploads/2014/03/therion.png,https://www.youtube.com/results?search_query=official+music%20video+Therion,http://www.metal-archives.com/search?searchString=Therion&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Therion
Threshold,www.thresh.net/,70000tons.com/wp-content/uploads/2014/03/threshold.png,https://www.youtube.com/results?search_query=official+music%20video+Threshold,http://www.metal-archives.com/search?searchString=Threshold&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Threshold
Thy Antichrist,www.facebook.com/THYANTICHRIST,70000tons.com/wp-content/uploads/2015/01/thyantichrist.png,https://www.youtube.com/results?search_query=official+music%20video+Thy%20Antichrist,http://www.metal-archives.com/search?searchString=Thy%20Antichrist&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Thy%20Antichrist
Triosphere,www.thetriosphere.com/,70000tons.com/wp-content/uploads/2014/06/triosphere.png,https://www.youtube.com/results?search_query=official+music%20video+Triosphere,http://www.metal-archives.com/search?searchString=Triosphere&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Triosphere
Trollfest,www.trollfest.com/,70000tons.com/wp-content/uploads/2014/12/trollfest.png,https://www.youtube.com/results?search_query=official+music%20video+Trollfest,http://www.metal-archives.com/search?searchString=Trollfest&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Trollfest
Trouble,www.facebook.com/TroubleMetal/,70000tons.com/wp-content/uploads/2015/01/trouble.png,https://www.youtube.com/results?search_query=official+music%20video+Trouble,http://www.metal-archives.com/search?searchString=Trouble&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Trouble
Venom,www.venomslegions.com/,70000tons.com/wp-content/uploads/2014/11/venom.png,https://www.youtube.com/results?search_query=official+music%20video+Venom,http://www.metal-archives.com/search?searchString=Venom&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Venom
Whiplash,www.officialwhiplash.com/,70000tons.com/wp-content/uploads/2015/01/whiplash3.png,https://www.youtube.com/results?search_query=official+music%20video+Whiplash,http://www.metal-archives.com/search?searchString=Whiplash&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Whiplash
Wintersun,www.wintermadness.net/,70000tons.com/wp-content/uploads/2015/01/wintersun1.png,https://www.youtube.com/results?search_query=official+music%20video+Wintersun,http://www.metal-archives.com/search?searchString=Wintersun&type=band_name,https://en.wikipedia.org/wiki/Special:Search/insource:album%20insource:band%20intitle:Wintersun
