Band,Location,Date,Day,Start Time,End Time,Type,Description URL,Notes,ImageURL
Monstrosity,Rink,1/23/2015,Day 2,21:30,22:15,Show, , , 
Origin,Rink,1/23/2015,Day 2,23:00,23:45,Show, ,Mosh Pit Pillow Fight, 
Hate Colony,Rink,1/24/2015,Day 2,00:30,01:15,Show, , , 
Suborned,Rink,1/24/2015,Day 2,02:15,03:00,Show, , , 
Claim the Throne,Lounge,1/23/2015,Day 2,14:30,15:15,Show, , , 
Adaliah,Lounge,1/23/2015,Day 2,16:00,16:45,Show, , , 
Anvil,Lounge,1/23/2015,Day 2,17:30,18:15,Show, , , 
Gamma Bomb,Lounge,1/23/2015,Day 2,19:00,19:45,Show, , , 
Whiplash,Lounge,1/23/2015,Day 2,20:45,21:30,Show, , , 
Triosphere,Lounge,1/23/2015,Day 2,22:15,23:00,Show, , , 
Artillery,Lounge,1/23/2015,Day 2,23:45,00:30,Show, , , 
Divided Multitude,Lounge,1/24/2015,Day 2,01:15,02:00,Show, , , 
Karaoke,Lounge,1/24/2015,Day 2,02:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Cannibal Corpse,Catecombs,1/23/2015,Day 2,12:00,13:00,Meet and Greet, , , 
Behemoth,Catecombs,1/23/2015,Day 2,13:00,14:00,Meet and Greet, , , 
Kataklysm,Catecombs,1/23/2015,Day 2,15:00,16:00,Meet and Greet, , , 
Venom,Catecombs,1/23/2015,Day 2,16:30,18:30,Meet and Greet, ,Listening Party and Meet and Greet. New Album Premiere, 
Korpiklaani,Catecombs,1/23/2015,Day 2,18:30,20:30,Meet and Greet, ,Listening Party and Meet and Greet. New Album Premiere, 
Masacre,Catecombs,1/23/2015,Day 2,21:00,22:00,Meet and Greet, , , 
Thy Antichrist,Catecombs,1/23/2015,Day 2,21:00,22:00,Meet and Greet, , , 
God Dethroned,Catecombs,1/23/2015,Day 2,22:00,23:00,Meet and Greet, , , 
Jungle Rot,Catecombs,1/23/2015,Day 2,22:00,23:00,Meet and Greet, , , 
 1349,Catecombs,1/23/2015,Day 2,23:00,00:00,Meet and Greet, , , 
Enthroned,Catecombs,1/23/2015,Day 2,23:00,00:00,Meet and Greet, , , 
Municipal Waste,Casino,1/23/2015,Day 2,12:00,13:00,Meet and Greet, , , 
Whiplash,Casino,1/23/2015,Day 2,12:00,13:00,Meet and Greet, , , 
Soulfly,Casino,1/23/2015,Day 2,13:00,14:00,Meet and Greet, , , 
Annihilator,Casino,1/23/2015,Day 2,14:00,15:00,Meet and Greet, , , 
Grave Digger,Casino,1/23/2015,Day 2,15:00,16:00,Meet and Greet, , , 
Michael Schenker,Casino,1/23/2015,Day 2,16:00,17:00,Meet and Greet, , , 
Wintersun,Casino,1/23/2015,Day 2,17:00,18:00,Meet and Greet, , , 
EINHERJER,Casino,1/23/2015,Day 2,18:00,19:00,Meet and Greet, , , 
Equilibrium,Casino,1/23/2015,Day 2,18:00,19:00,Meet and Greet, , , 
Threshold,Casino,1/23/2015,Day 2,19:00,20:00,Meet and Greet, , , 
Primal Fear,Casino,1/23/2015,Day 2,19:00,20:00,Meet and Greet, , , 
Tank,Casino,1/23/2015,Day 2,20:00,21:00,Meet and Greet, , , 
Refuge,Casino,1/23/2015,Day 2,20:00,21:00,Meet and Greet, , , 
COC,Casino,1/23/2015,Day 2,21:00,22:00,Meet and Greet, , , 
In Extremo,Casino,1/23/2015,Day 2,22:00,23:00,Meet and Greet, , , 
Ensiferum,Casino,1/23/2015,Day 2,23:00,00:00,Meet and Greet, , , 
Therion,Boleros Lounge,1/23/2015,Day 2,12:00,13:00,Meet and Greet, , , 
Amorphis,Boleros Lounge,1/23/2015,Day 2,13:00,14:00,Meet and Greet, , , 
Gamma Bomb,Boleros Lounge,1/23/2015,Day 2,14:00,15:00,Meet and Greet, , , 
Heathen,Boleros Lounge,1/23/2015,Day 2,14:00,15:00,Meet and Greet, , , 
Napalm Death,Boleros Lounge,1/23/2015,Day 2,15:00,16:00,Meet and Greet, , , 
Artillery,Boleros Lounge,1/23/2015,Day 2,16:00,17:00,Meet and Greet, , , 
Destruction,Boleros Lounge,1/23/2015,Day 2,16:00,17:00,Meet and Greet, , , 
Hate Colony,Boleros Lounge,1/23/2015,Day 2,17:00,18:00,Meet and Greet, , , 
Claim the Throne,Boleros Lounge,1/23/2015,Day 2,17:00,18:00,Meet and Greet, , , 
Alestorm,Boleros Lounge,1/23/2015,Day 2,18:00,19:00,Meet and Greet, , , 
Melechesh,Boleros Lounge,1/23/2015,Day 2,19:00,20:00,Meet and Greet, , , 
Monstrosity,Boleros Lounge,1/23/2015,Day 2,19:00,20:00,Meet and Greet, , , 
Origin,Boleros Lounge,1/23/2015,Day 2,20:00,21:00,Meet and Greet, , , 
Exumer,Boleros Lounge,1/23/2015,Day 2,20:00,21:00,Meet and Greet, , , 
Lake of Tears,Boleros Lounge,1/23/2015,Day 2,21:00,22:00,Meet and Greet, , , 
Trollfest,Boleros Lounge,1/23/2015,Day 2,21:00,22:00,Meet and Greet, , , 
Crucified Barbara,Viking Crown,1/23/2015,Day 2,12:00,13:00,Meet and Greet, , , 
D-A-D,Viking Crown,1/23/2015,Day 2,12:00,13:00,Meet and Greet, , , 
Pretty Maids,Viking Crown,1/23/2015,Day 2,14:00,15:00,Meet and Greet, , , 
Anvil,Viking Crown,1/23/2015,Day 2,13:00,14:00,Meet and Greet, , , 
Riot,Viking Crown,1/23/2015,Day 2,13:00,14:00,Meet and Greet, , , 
Suborned,Viking Crown,1/23/2015,Day 2,17:00,18:00,Meet and Greet, , , 
Gurd,Viking Crown,1/23/2015,Day 2,17:00,18:00,Meet and Greet, , , 
Divided Multitude,Viking Crown,1/23/2015,Day 2,18:00,19:00,Meet and Greet, , , 
Helstar,Viking Crown,1/23/2015,Day 2,18:00,19:00,Meet and Greet, , , 
Abandon Hope,Viking Crown,1/23/2015,Day 2,19:00,20:00,Meet and Greet, , , 
Dark Sermon,Viking Crown,1/23/2015,Day 2,19:00,20:00,Meet and Greet, , , 
Triosphere,Viking Crown,1/23/2015,Day 2,20:00,21:00,Meet and Greet, , , 
Trouble,Viking Crown,1/23/2015,Day 2,20:00,21:00,Meet and Greet, , , 
Pretty Maids,Pool,1/24/2015,Day 3,16:30,17:30,Show, , , 
Kataklysm,Pool,1/24/2015,Day 3,18:10,19:15,Show, , , 
Arch Enemy,Pool,1/24/2015,Day 3,20:00,21:00,Show, , , 
Wintersun,Pool,1/24/2015,Day 3,21:45,22:45,Show, , , 
Apocalyptica,Pool,1/24/2015,Day 3,23:45,01:00,Show, , , 
Napalm Death,Pool,1/25/2015,Day 3,02:00,03:00,Show, , , 
Divided Multitude,Pool,1/25/2015,Day 3,03:45,04:30,Show, , , 
Gamma Bomb,Pool,1/25/2015,Day 3,05:15,06:00,Show, , , 
Artillery,Theater,1/24/2015,Day 3,16:00,16:45,Show, , , 
Whiplash,Theater,1/24/2015,Day 3,17:30,18:15,Show, , , 
Threshold,Theater,1/24/2015,Day 3,19:15,20:15,Show, , , 
Grave Digger,Theater,1/24/2015,Day 3,21:00,22:00,Show, , , 
Behemoth,Theater,1/24/2015,Day 3,23:00,00:00,Show, , , 
Ensiferum,Theater,1/25/2015,Day 3,01:00,02:00,Show, , , 
Equilibrium,Theater,1/25/2015,Day 3,03:00,03:45,Show, , , 
Trollfest,Rink,1/24/2015,Day 3,16:45,17:30,Show, , , 
COC,Rink,1/24/2015,Day 3,18:30,19:15,Show, , , 
Amorphis,Rink,1/24/2015,Day 3,20:15,21:15,Show, , , 
In Extremo,Rink,1/24/2015,Day 3,22:15,23:15,Show, , , 
Destruction,Rink,1/25/2015,Day 3,00:00,00:45,Show, , , 
Helstar,Rink,1/25/2015,Day 3,01:30,02:15,Show, , , 
Enthroned,Rink,1/25/2015,Day 3,03:00,03:45,Show, , , 
EINHERJER,Rink,1/25/2015,Day 3,04:30,05:15,Show, , , 
Jungle Rot,Lounge,1/24/2015,Day 3,16:45,17:30,Show, , , 
Crucified Barbara,Lounge,1/24/2015,Day 3,18:15,19:00,Show, , , 
Masacre,Lounge,1/24/2015,Day 3,19:45,20:30,Show, , , 
Thy Antichrist,Lounge,1/24/2015,Day 3,21:15,22:00,Show, , , 
Tank,Lounge,1/24/2015,Day 3,21:45,23:30,Show, , , 
Monstrosity,Lounge,1/25/2015,Day 3,00:15,01:00,Show, , , 
Karaoke,Lounge,1/25/2015,Day 3,01:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Anvil,Pool,1/25/2015,Day 4,10:00,10:45,Show, , , 
Alestorm,Pool,1/25/2015,Day 4,11:15,12:00,Show, , , 
Primal Fear,Pool,1/25/2015,Day 4,12:30,13:15,Show, , , 
Belly Flop Contest,Solarium,1/25/2015,Day 4,13:20,13:50,Special Event,https://www.dropbox.com/s/p043qh3mzjoloke/70K%20All%20Brutal%20Belly%20Flop%20Bonanza.txt?raw=1,,https://www.dropbox.com/s/aqi1k1fhfsfcdx0/BellyFlop.png?raw=1
Korpiklaani,Pool,1/25/2015,Day 4,14:00,15:00,Show, , , 
Cannibal Corpse,Pool,1/25/2015,Day 4,15:30,16:30,Show, , , 
Grave Digger,Pool,1/25/2015,Day 4,17:00,18:00,Show, , , 
Michael Schenker,Pool,1/25/2015,Day 4,18:45,19:45,Show, , , 
Therion,Pool,1/25/2015,Day 4,20:30,21:30,Show, , , 
Annihilator,Pool,1/25/2015,Day 4,22:00,23:00,Show, , , 
Skipper's Thank You,Pool,1/25/2015,Day 4,23:00,23:15,Special Event,https://www.dropbox.com/s/5vyfygh4mu7nzl9/Skipper%20Thank%20You.txt?raw=1,,https://www.dropbox.com/s/29l042jutb4payw/skipperThankYou.png?raw=1
Blind Guardian,Pool,1/26/2015,Day 4,00:15,01:30,Show, , , 
Lake of Tears,Theater,1/25/2015,Day 4,12:15,13:00,Show, , , 
Heathen,Theater,1/25/2015,Day 4,13:45,14:30,Show, , , 
All Star Jam,Theater,1/25/2015,Day 4,15:15,16:45,Special Event,https://www.dropbox.com/s/sx91i6btlmuh27m/Jamming%20In%20International%20Waters.txt?raw=1,,https://www.dropbox.com/s/cb0a6mvq760tjru/jammingWithWaters.png?raw=1
Amorphis,Theater,1/25/2015,Day 4,17:30,18:30,Show, , , 
In Extremo,Theater,1/25/2015,Day 4,19:15,20:15,Show, , , 
Soulfly,Theater,1/25/2015,Day 4,21:00,22:00,Show, , , 
Venom,Theater,1/25/2015,Day 4,23:00,00:15,Show, , , 
Destruction,Theater,1/26/2015,Day 4,01:15,02:00,Show, , , 
Triosphere,Rink,1/25/2015,Day 4,11:30,12:15,Show, , , 
Adaliah,Rink,1/25/2015,Day 4,13:00,13:45,Show, , , 
 1349,Rink,1/25/2015,Day 4,14:30,15:15,Show, , , 
Riot,Rink,1/25/2015,Day 4,16:00,17:30,Show, , , 
Refuge,Rink,1/25/2015,Day 4,17:30,18:15,Show, , , 
COC,Rink,1/25/2015,Day 4,19:00,19:45,Show, , , 
D-A-D,Rink,1/25/2015,Day 4,20:30,21:15,Show, , , 
Trouble,Rink,1/25/2015,Day 4,22:00,22:45,Show, , , 
Municipal Waste,Rink,1/25/2015,Day 4,23:30,00:15,Show, , , 
Claim the Throne,Rink,1/26/2015,Day 4,01:00,01:45,Show, , , 
Dark Sermon,Lounge,1/25/2015,Day 4,10:45,11:30,Show, , , 
Suborned,Lounge,1/25/2015,Day 4,12:15,13:00,Show, , , 
Abandon Hope,Lounge,1/25/2015,Day 4,13:45,14:30,Show, , , 
Exumer,Lounge,1/25/2015,Day 4,15:15,16:00,Show, , , 
Trollfest,Lounge,1/25/2015,Day 4,16:45,17:30,Show, , , 
God Dethroned,Lounge,1/25/2015,Day 4,18:15,19:00,Show, , , 
Origin,Lounge,1/25/2015,Day 4,19:45,20:30,Show, , , 
Melechesh,Lounge,1/25/2015,Day 4,21:15,22:00,Show, , , 
Hate Colony,Lounge,1/25/2015,Day 4,22:45,23:30,Show, , , 
Gurd,Lounge,1/26/2015,Day 4,00:15,01:00,Show, , , 
Karaoke,Lounge,1/26/2015,Day 4,00:00,06:00,Special Event,https://www.dropbox.com/s/gys34ijb37dvqg5/AllNightKaraokeKillchain.txt?raw=1,,https://www.dropbox.com/s/41e6hhe4nf4pise/Karaoke70K.png?raw=1
Therion,Boleros Lounge,1/25/2015,Day 4,11:00,11:45,Clinic, ,Guitar Clinic, 
Heathen,Boleros Lounge,1/25/2015,Day 4,12:00,12:45,Clinic, ,Bass Clinic, 
Origin,Boleros Lounge,1/25/2015,Day 4,13:00,13:45,Clinic, ,Blastbeats!, 
Venom,Boleros Lounge,1/25/2015,Day 4,14:00,14:45,Clinic, ,Bass Clinic, 
Primal Fear,Boleros Lounge,1/25/2015,Day 4,15:00,15:45,Clinic, ,Drum Clinic, 
Trollfest,Boleros Lounge,1/25/2015,Day 4,16:00,16:30,Clinic, ,Tamborine Techniques, 
Blind Guardian,Boleros Lounge,1/25/2015,Day 4,16:45,17:45,Clinic, ,Drum and Bass Clinic, 
Korpiklaani,Boleros Lounge,1/25/2015,Day 4,17:45,18:45,Clinic, ,fiddle and accordion, 
