bandName,officalSite,imageUrl,youtube,metalArchives,wikipedia,country,genre,noteworthy
Waiting for 2017 Announcements,70000tons.com/artists/,70000tons.com/wp-content/uploads/2014/09/forum_logo.png,https://www.youtube.com/results?search_query=70000tons,http://www.metal-archives.com/search?70000tons,https://en.wikipedia.org/wiki/Special:Search/insource:70000tons
